modelo,categoria,prompt_id,prompt_num,repeticion,prompt_texto_corto,measured_energy_kwh,measured_energy_mwh,cpu_energy_mwh,gpu_energy_mwh,ram_energy_mwh,inference_time_s,completion_tokens
qwen2.5-7b-q4,coding,122,2,3,Write a C++ program to find the nth Fibonacci number using recursion.,7.144474208388093e-05,71.44474208388094,9.709296567718587,54.53639732116236,7.199048194999969,19.9766,397
qwen2.5-7b-q4,coding,122,2,4,Write a C++ program to find the nth Fibonacci number using recursion.,7.145739658633444e-05,71.45739658633444,9.776266478429969,54.23017965540448,7.450950452499968,20.2411,397
qwen2.5-7b-q4,coding,122,2,5,Write a C++ program to find the nth Fibonacci number using recursion.,7.10047523667198e-05,71.0047523667198,9.299120678126558,54.474823423593286,7.230808264999951,20.0773,397
qwen2.5-7b-q4,coding,122,2,6,Write a C++ program to find the nth Fibonacci number using recursion.,7.074942619105074e-05,70.74942619105073,9.351124762440381,54.216477194443804,7.181824234166545,20.032,397
qwen2.5-7b-q4,coding,122,2,7,Write a C++ program to find the nth Fibonacci number using recursion.,7.099239982726013e-05,70.99239982726013,9.590362105761852,54.13491786149864,7.267119859999601,20.106,397
qwen2.5-7b-q4,coding,122,2,8,Write a C++ program to find the nth Fibonacci number using recursion.,7.138235062534378e-05,71.38235062534379,9.445330960001325,54.633612166176334,7.303407499166118,20.1417,397
qwen2.5-7b-q4,coding,122,2,9,Write a C++ program to find the nth Fibonacci number using recursion.,7.159978808865932e-05,71.59978808865932,9.487836032981958,54.99324059984399,7.118711455833402,19.9818,397
qwen2.5-7b-q4,coding,122,2,10,Write a C++ program to find the nth Fibonacci number using recursion.,7.170351734334717e-05,71.70351734334717,9.877203200108776,54.49365198990474,7.332662153333635,20.0441,397
qwen2.5-7b-q4,coding,122,2,11,Write a C++ program to find the nth Fibonacci number using recursion.,7.051024785188973e-05,70.51024785188973,9.589127200785613,53.663916760271135,7.257203890832975,20.0793,397
qwen2.5-7b-q4,coding,122,2,12,Write a C++ program to find the nth Fibonacci number using recursion.,7.23726629309655e-05,72.3726629309655,9.917753838549693,54.469247184082626,7.985661908333176,19.9214,397
qwen2.5-7b-q4,coding,122,2,13,Write a C++ program to find the nth Fibonacci number using recursion.,7.181444716946998e-05,71.81444716946997,9.695420079762496,54.85382674387431,7.265200345833211,20.1201,397
qwen2.5-7b-q4,coding,122,2,14,Write a C++ program to find the nth Fibonacci number using recursion.,7.265064252082968e-05,72.65064252082968,10.228236318354975,54.63192241664152,7.790483785833165,19.8069,397
qwen2.5-7b-q4,coding,122,2,15,Write a C++ program to find the nth Fibonacci number using recursion.,7.181457470857187e-05,71.81457470857187,9.814681535416987,54.65986515148857,7.340028021666287,20.0946,397
qwen2.5-7b-q4,coding,123,3,1,"Write a simple website in HTML. When a user clicks the button, it shows a random",8.786163489993092e-05,87.86163489993092,11.179907744448611,68.38257163631576,8.299155519166561,26.3638,523
qwen2.5-7b-q4,coding,123,3,2,"Write a simple website in HTML. When a user clicks the button, it shows a random",8.749659823988422e-05,87.49659823988422,11.157552215794157,67.93047303909044,8.408572984999598,26.4522,523
qwen2.5-7b-q4,coding,123,3,3,"Write a simple website in HTML. When a user clicks the button, it shows a random",8.858001258974561e-05,88.5800125897456,11.099697444024018,69.40660354738787,8.073711598333754,26.3264,523
qwen2.5-7b-q4,coding,123,3,4,"Write a simple website in HTML. When a user clicks the button, it shows a random",8.903695943354839e-05,89.03695943354839,11.286264554353824,69.43364171836114,8.317053160833439,26.3901,523
qwen2.5-7b-q4,coding,123,3,5,"Write a simple website in HTML. When a user clicks the button, it shows a random",8.780518513398002e-05,87.80518513398002,10.24225291789949,69.78167051191456,7.781261704165934,26.147,523
qwen2.5-7b-q4,coding,123,3,6,"Write a simple website in HTML. When a user clicks the button, it shows a random",8.757676556335986e-05,87.57676556335986,10.510637405571368,69.09419301862184,7.97193513916663,26.1692,523
qwen2.5-7b-q4,coding,123,3,7,"Write a simple website in HTML. When a user clicks the button, it shows a random",8.88756664362418e-05,88.8756664362418,11.316895278462576,69.40676983861334,8.152001319165834,26.4807,523
qwen2.5-7b-q4,coding,123,3,8,"Write a simple website in HTML. When a user clicks the button, it shows a random",8.74697860083907e-05,87.4697860083907,10.168003338182883,69.31662884937484,7.9851538208329975,26.2357,523
qwen2.5-7b-q4,coding,123,3,9,"Write a simple website in HTML. When a user clicks the button, it shows a random",8.587385117569881e-05,85.8738511756988,9.922248423959765,67.85054882590589,8.101053925833149,26.4116,523
qwen2.5-7b-q4,coding,123,3,10,"Write a simple website in HTML. When a user clicks the button, it shows a random",8.744953619532448e-05,87.44953619532448,10.880442260907518,68.69163636275087,7.877457571666089,26.1406,523
qwen2.5-7b-q4,coding,123,3,11,"Write a simple website in HTML. When a user clicks the button, it shows a random",8.580563864969846e-05,85.80563864969845,10.296117588895752,67.74423967496905,7.765281385833683,26.1778,523
qwen2.5-7b-q4,coding,123,3,12,"Write a simple website in HTML. When a user clicks the button, it shows a random",8.728127676668392e-05,87.28127676668392,10.16446738535303,69.47565851133113,7.6411508699997395,26.1229,523
qwen2.5-7b-q4,coding,123,3,13,"Write a simple website in HTML. When a user clicks the button, it shows a random",8.59007568739039e-05,85.9007568739039,10.316420824371248,67.47796948536576,8.106366564166855,26.3095,523
qwen2.5-7b-q4,coding,123,3,14,"Write a simple website in HTML. When a user clicks the button, it shows a random",8.649857175393941e-05,86.49857175393942,9.937244585926704,68.94160894051296,7.61971822749975,26.0739,523
qwen2.5-7b-q4,coding,123,3,15,"Write a simple website in HTML. When a user clicks the button, it shows a random",8.611284666125072e-05,86.11284666125071,9.943454753876145,68.30405972154125,7.865332185833345,26.3118,523
qwen2.5-7b-q4,coding,124,4,1,Here is a Python function to find the length of the longest common subsequence o,9.647292591241734e-05,96.47292591241734,11.583457658983447,76.21694401676721,8.672524236666655,30.5562,591
qwen2.5-7b-q4,coding,124,4,2,Here is a Python function to find the length of the longest common subsequence o,9.542366512219853e-05,95.42366512219853,10.871942519830418,75.83665805403483,8.715064548333281,30.8175,591
qwen2.5-7b-q4,coding,124,4,3,Here is a Python function to find the length of the longest common subsequence o,9.735039351076218e-05,97.35039351076217,11.544786820846705,77.00904168741536,8.796565002500076,30.6341,591
qwen2.5-7b-q4,coding,124,4,4,Here is a Python function to find the length of the longest common subsequence o,9.490917790699348e-05,94.90917790699348,11.190846732309733,75.16609311551758,8.55223805916618,30.5745,591
qwen2.5-7b-q4,coding,124,4,5,Here is a Python function to find the length of the longest common subsequence o,9.498714705160753e-05,94.98714705160754,10.595745461367096,75.81159200524063,8.579809584999794,30.5701,591
qwen2.5-7b-q4,coding,124,4,6,Here is a Python function to find the length of the longest common subsequence o,9.611726056046615e-05,96.11726056046615,11.554391011631916,75.4584210405012,9.104448508333007,31.0372,591
qwen2.5-7b-q4,coding,124,4,7,Here is a Python function to find the length of the longest common subsequence o,9.68395254628328e-05,96.83952546283281,11.528531082535038,76.61647649779782,8.694517882499891,30.7209,591
qwen2.5-7b-q4,coding,124,4,8,Here is a Python function to find the length of the longest common subsequence o,9.538284279366263e-05,95.38284279366263,11.362771250782961,75.13628616037929,8.883785382500378,30.8359,591
qwen2.5-7b-q4,coding,124,4,9,Here is a Python function to find the length of the longest common subsequence o,9.50819266419032e-05,95.08192664190321,10.882551155593651,75.66446336714219,8.534912119167375,30.6018,591
qwen2.5-7b-q4,coding,124,4,10,Here is a Python function to find the length of the longest common subsequence o,9.482719727799517e-05,94.82719727799517,10.772653766896168,75.39726556026687,8.657277950832167,30.7849,591
qwen2.5-7b-q4,coding,124,4,11,Here is a Python function to find the length of the longest common subsequence o,9.448090182352072e-05,94.48090182352071,11.364093150125031,74.38722238839618,8.72958628499949,30.66,591
qwen2.5-7b-q4,coding,124,4,12,Here is a Python function to find the length of the longest common subsequence o,9.319768734953712e-05,93.19768734953712,11.459668095158673,73.01501272437744,8.723006530001005,30.7617,591
qwen2.5-7b-q4,coding,124,4,13,Here is a Python function to find the length of the longest common subsequence o,9.503750826450781e-05,95.0375082645078,10.960878859255763,75.55792697275159,8.51870243250043,30.5799,591
qwen2.5-7b-q4,coding,124,4,14,Here is a Python function to find the length of the longest common subsequence o,9.3403378404892e-05,93.403378404892,11.579349899856009,73.09156773587074,8.7324607691653,30.8956,591
qwen2.5-7b-q4,coding,124,4,15,Here is a Python function to find the length of the longest common subsequence o,9.6039932084296e-05,96.039932084296,11.164142304299315,76.27319672416382,8.60259305583289,30.5829,591
qwen2.5-7b-q4,coding,125,5,1,Write a function to find the highest common ancestor (not LCA) of two nodes in a,0.00010046799586563239,100.46799586563239,11.495129201686241,80.13942909561399,8.83343756833218,33.4897,661
qwen2.5-7b-q4,coding,125,5,2,Write a function to find the highest common ancestor (not LCA) of two nodes in a,0.00010177906465741358,101.77906465741358,11.252959640788044,81.86615678829241,8.659948228333104,33.3897,661
qwen2.5-7b-q4,coding,125,5,3,Write a function to find the highest common ancestor (not LCA) of two nodes in a,0.00010060992200426976,100.60992200426976,11.187374603799068,80.51425059630465,8.90829680416611,33.4829,661
qwen2.5-7b-q4,coding,125,5,4,Write a function to find the highest common ancestor (not LCA) of two nodes in a,0.00010148134509016158,101.48134509016158,11.216086505451576,81.35674313387861,8.908515450831372,33.4262,661
qwen2.5-7b-q4,coding,125,5,5,Write a function to find the highest common ancestor (not LCA) of two nodes in a,0.00010074618407898143,100.74618407898143,11.478440091934859,80.29850593371295,8.969238053333585,33.5817,661
qwen2.5-7b-q4,coding,125,5,6,Write a function to find the highest common ancestor (not LCA) of two nodes in a,0.00010197511219445793,101.97511219445794,11.197295923541258,81.9600256484163,8.817790622500372,33.4097,661
qwen2.5-7b-q4,coding,125,5,7,Write a function to find the highest common ancestor (not LCA) of two nodes in a,0.00010000507067332847,100.00507067332846,11.283714681310908,80.02169214035092,8.699663851666628,33.3428,661
qwen2.5-7b-q4,coding,125,5,8,Write a function to find the highest common ancestor (not LCA) of two nodes in a,0.00010099442763693096,100.99442763693095,11.174646850161343,81.14452606093552,8.675254725834142,33.4144,661
qwen2.5-7b-q4,coding,125,5,9,Write a function to find the highest common ancestor (not LCA) of two nodes in a,0.00010018062164555794,100.18062164555793,11.41037069032503,79.89961713606594,8.870633819166946,33.4685,661
qwen2.5-7b-q4,coding,125,5,10,Write a function to find the highest common ancestor (not LCA) of two nodes in a,0.00010077143312069593,100.77143312069593,11.175257378722545,81.04046268280784,8.555713059165551,33.1647,661
qwen2.5-7b-q4,coding,125,5,11,Write a function to find the highest common ancestor (not LCA) of two nodes in a,0.00010016587415346321,100.16587415346321,11.042644960561836,80.36766439790131,8.755564795000053,33.4175,661
qwen2.5-7b-q4,coding,125,5,12,Write a function to find the highest common ancestor (not LCA) of two nodes in a,0.00010018653346646688,100.18653346646687,10.870117648562795,80.73758001873608,8.57883579916802,33.3168,661
qwen2.5-7b-q4,coding,125,5,13,Write a function to find the highest common ancestor (not LCA) of two nodes in a,0.0001006061627569793,100.6061627569793,10.942713657732892,81.06806666507927,8.595382434167128,33.3387,661
qwen2.5-7b-q4,coding,125,5,14,Write a function to find the highest common ancestor (not LCA) of two nodes in a,0.00010093821411012561,100.93821411012561,11.584113889389352,80.42707636656955,8.927023854166693,33.421,661
qwen2.5-7b-q4,coding,125,5,15,Write a function to find the highest common ancestor (not LCA) of two nodes in a,9.695547629318924e-05,96.95547629318924,10.997578043029701,77.47927571515943,8.478622535000111,33.1737,661
