modelo,categoria,prompt_id,prompt_num,repeticion,prompt_texto_corto,measured_energy_kwh,measured_energy_mwh,cpu_energy_mwh,gpu_energy_mwh,ram_energy_mwh,inference_time_s,completion_tokens
qwen2.5-7b-q4,extraction,132,2,12,"Given these categories - Literature, History, Science, and Art. Please analyze t",3.7856116477236548e-06,3.785611647723655,1.6276960609190105,0.11068447513797287,2.047231111666671,1.451,8
qwen2.5-7b-q4,extraction,132,2,13,"Given these categories - Literature, History, Science, and Art. Please analyze t",3.7039253137619934e-06,3.7039253137619936,1.5381393566263337,0.11537120046899978,2.0504147566666595,1.4551,8
qwen2.5-7b-q4,extraction,132,2,14,"Given these categories - Literature, History, Science, and Art. Please analyze t",3.4823755006119016e-06,3.4823755006119015,1.3111181496757005,0.0995579417695834,2.071699409166617,1.4807,8
qwen2.5-7b-q4,extraction,132,2,15,"Given these categories - Literature, History, Science, and Art. Please analyze t",3.7511246642798547e-06,3.7511246642798546,1.5969000722500015,0.10497421036316729,2.049250381666686,1.4538,8
qwen2.5-7b-q4,extraction,133,3,1,Extract the following information from the presented texts: The name of the book,3.7800728510685036e-05,37.80072851068503,8.22717419174695,23.66038028893817,5.913174029999908,6.2686,81
qwen2.5-7b-q4,extraction,133,3,2,Extract the following information from the presented texts: The name of the book,3.6995518336478645e-05,36.995518336478646,8.326960669534886,22.693389646110322,5.975168020833431,6.3677,81
qwen2.5-7b-q4,extraction,133,3,3,Extract the following information from the presented texts: The name of the book,3.774774943188153e-05,37.74774943188153,8.070083744039593,23.70355627784192,5.974109410000021,6.4194,81
qwen2.5-7b-q4,extraction,133,3,4,Extract the following information from the presented texts: The name of the book,3.707586645764176e-05,37.07586645764176,8.218976645722115,22.79067956858625,6.066210243333406,6.5028,81
qwen2.5-7b-q4,extraction,133,3,5,Extract the following information from the presented texts: The name of the book,3.7003382612919996e-05,37.00338261292,7.721512578661447,23.353723610925133,5.928146423333421,6.3198,81
qwen2.5-7b-q4,extraction,133,3,6,Extract the following information from the presented texts: The name of the book,3.751097614110123e-05,37.51097614110123,7.669109210705374,23.937215297895886,5.904651632499974,6.3125,81
qwen2.5-7b-q4,extraction,133,3,7,Extract the following information from the presented texts: The name of the book,3.6843229051189175e-05,36.84322905118918,7.299495497482116,23.63004126287374,5.913692290833316,6.3142,81
qwen2.5-7b-q4,extraction,133,3,8,Extract the following information from the presented texts: The name of the book,3.766096309594227e-05,37.66096309594227,7.924164541362849,23.849719943746084,5.887078610833355,6.3196,81
qwen2.5-7b-q4,extraction,133,3,9,Extract the following information from the presented texts: The name of the book,3.787709812786344e-05,37.87709812786344,7.8209159074458015,24.188594130417606,5.867588090000027,6.2698,81
qwen2.5-7b-q4,extraction,133,3,10,Extract the following information from the presented texts: The name of the book,3.925356819448525e-05,39.25356819448525,8.710475142405395,24.627752739579932,5.915340312499921,6.374,81
qwen2.5-7b-q4,extraction,133,3,11,Extract the following information from the presented texts: The name of the book,3.718312403733522e-05,37.18312403733522,7.83487696722198,23.393010090946486,5.955236979166756,6.3789,81
qwen2.5-7b-q4,extraction,133,3,12,Extract the following information from the presented texts: The name of the book,3.69385584321347e-05,36.9385584321347,7.701312950858441,23.308206870442966,5.929038610833287,6.3236,81
qwen2.5-7b-q4,extraction,133,3,13,Extract the following information from the presented texts: The name of the book,3.905895276655377e-05,39.058952766553766,7.623701689354946,25.569788159698852,5.865462917499968,6.3259,81
qwen2.5-7b-q4,extraction,133,3,14,Extract the following information from the presented texts: The name of the book,3.73735168034417e-05,37.373516803441696,7.700616603813128,23.748210235461958,5.924689964166608,6.3703,81
qwen2.5-7b-q4,extraction,133,3,15,Extract the following information from the presented texts: The name of the book,3.62845279353372e-05,36.284527935337195,7.2745539049320325,23.172232779571832,5.837741250833328,6.2809,81
qwen2.5-7b-q4,extraction,134,4,1,"Given the following data, identify the company with the highest profit in 2021 a",8.872141430323447e-06,8.872141430323447,3.6267427948060034,0.20350575301740556,5.041892882500036,3.0188,34
qwen2.5-7b-q4,extraction,134,4,2,"Given the following data, identify the company with the highest profit in 2021 a",8.218166115117689e-06,8.21816611511769,3.0028374650173606,0.2050593434337384,5.010269306666592,2.9812,34
qwen2.5-7b-q4,extraction,134,4,3,"Given the following data, identify the company with the highest profit in 2021 a",8.417175147258048e-06,8.417175147258048,3.193328228486945,0.18269118960435626,5.041155729166746,3.0183,34
qwen2.5-7b-q4,extraction,134,4,4,"Given the following data, identify the company with the highest profit in 2021 a",8.20962083577449e-06,8.20962083577449,3.0070994091205345,0.1971955591540267,5.005325867499929,2.9755,34
qwen2.5-7b-q4,extraction,134,4,5,"Given the following data, identify the company with the highest profit in 2021 a",8.24712098511731e-06,8.24712098511731,3.011086695671636,0.22187296944559676,5.014161320000075,2.986,34
qwen2.5-7b-q4,extraction,134,4,6,"Given the following data, identify the company with the highest profit in 2021 a",8.192531629521745e-06,8.192531629521746,2.99807423433029,0.18074944352481062,5.013707951666646,2.9852,34
qwen2.5-7b-q4,extraction,134,4,7,"Given the following data, identify the company with the highest profit in 2021 a",8.015553717444866e-06,8.015553717444867,2.8244363885422703,0.2005134747359013,4.990603854166693,2.9576,34
qwen2.5-7b-q4,extraction,134,4,8,"Given the following data, identify the company with the highest profit in 2021 a",7.95524440808113e-06,7.955244408081129,2.768383849177905,0.21079038390320723,4.976070175000018,2.9502,34
qwen2.5-7b-q4,extraction,134,4,9,"Given the following data, identify the company with the highest profit in 2021 a",7.886821886250393e-06,7.8868218862503925,2.691396005335416,0.22006803508158568,4.975357845833392,2.9529,34
qwen2.5-7b-q4,extraction,134,4,10,"Given the following data, identify the company with the highest profit in 2021 a",7.982933171430518e-06,7.982933171430519,2.7912610300142795,0.19087259141624732,5.000799549999992,2.9699,34
qwen2.5-7b-q4,extraction,134,4,11,"Given the following data, identify the company with the highest profit in 2021 a",8.113902800327423e-06,8.113902800327423,2.9856461783953865,0.12316315109861665,5.00509347083342,2.9754,34
qwen2.5-7b-q4,extraction,134,4,12,"Given the following data, identify the company with the highest profit in 2021 a",7.829625860880215e-06,7.829625860880215,2.7207437290678045,0.1365364026458775,4.972345729166534,2.9497,34
qwen2.5-7b-q4,extraction,134,4,13,"Given the following data, identify the company with the highest profit in 2021 a",8.116373062059443e-06,8.116373062059443,3.0398075253119865,0.06405584924731476,5.012509687500143,2.9837,34
qwen2.5-7b-q4,extraction,134,4,14,"Given the following data, identify the company with the highest profit in 2021 a",8.34990585748225e-06,8.34990585748225,3.208558599330577,0.12932975898492857,5.012017499166745,2.9837,34
qwen2.5-7b-q4,extraction,134,4,15,"Given the following data, identify the company with the highest profit in 2021 a",8.352933632181335e-06,8.352933632181335,3.073760976125262,0.24124765688955754,5.037924999166516,3.0169,34
qwen2.5-7b-q4,extraction,135,5,1,"Identify the countries, their capitals, and the languages spoken in the followin",3.693918709875582e-05,36.93918709875582,7.332386165581197,23.527237392341302,6.079563540833325,6.5374,103
qwen2.5-7b-q4,extraction,135,5,2,"Identify the countries, their capitals, and the languages spoken in the followin",3.773553141681336e-05,37.735531416813366,7.266282540885661,24.417122694260996,6.052126181666703,6.6078,103
qwen2.5-7b-q4,extraction,135,5,3,"Identify the countries, their capitals, and the languages spoken in the followin",3.9287512752103836e-05,39.28751275210384,7.860083241097296,25.425155970172856,6.002273540833679,6.557,103
qwen2.5-7b-q4,extraction,135,5,4,"Identify the countries, their capitals, and the languages spoken in the followin",3.740521779430675e-05,37.40521779430675,7.603736468959531,23.69226837368032,6.109212951666905,6.6253,103
qwen2.5-7b-q4,extraction,135,5,5,"Identify the countries, their capitals, and the languages spoken in the followin",3.75717222438727e-05,37.571722243872706,7.644251770428276,23.839456965111246,6.088013508333177,6.5789,103
qwen2.5-7b-q4,extraction,135,5,6,"Identify the countries, their capitals, and the languages spoken in the followin",3.820247889113619e-05,38.20247889113619,7.399666571235914,24.77460440323359,6.028207916666683,6.5851,103
qwen2.5-7b-q4,extraction,135,5,7,"Identify the countries, their capitals, and the languages spoken in the followin",3.84953959973703e-05,38.4953959973703,8.038990593861278,24.434406305175603,6.0219990983334055,6.5586,103
qwen2.5-7b-q4,extraction,135,5,8,"Identify the countries, their capitals, and the languages spoken in the followin",3.899346371500529e-05,38.99346371500529,7.771496324849449,25.219219821822364,6.00274756833348,6.5596,103
qwen2.5-7b-q4,extraction,135,5,9,"Identify the countries, their capitals, and the languages spoken in the followin",3.85398057515321e-05,38.5398057515321,7.219037512720686,25.352232092978273,5.968536145833146,6.556,103
qwen2.5-7b-q4,extraction,135,5,10,"Identify the countries, their capitals, and the languages spoken in the followin",3.75444298296082e-05,37.5444298296082,7.661025876335346,23.73785051660618,6.14555343666666,6.6099,103
qwen2.5-7b-q4,extraction,135,5,11,"Identify the countries, their capitals, and the languages spoken in the followin",3.8152978142591585e-05,38.152978142591586,7.668671561457528,24.53717960196733,5.947126979166722,6.542,103
qwen2.5-7b-q4,extraction,135,5,12,"Identify the countries, their capitals, and the languages spoken in the followin",3.7727085167912036e-05,37.72708516791204,7.405380053606343,24.219548865972314,6.102156248333397,6.6177,103
qwen2.5-7b-q4,extraction,135,5,13,"Identify the countries, their capitals, and the languages spoken in the followin",3.876432085481001e-05,38.76432085481001,7.489159533955548,25.283061530020923,5.992099790833551,6.5804,103
qwen2.5-7b-q4,extraction,135,5,14,"Identify the countries, their capitals, and the languages spoken in the followin",3.8057157376326053e-05,38.05715737632605,7.393510215907558,24.646808722918298,6.016838437500192,6.5523,103
qwen2.5-7b-q4,extraction,135,5,15,"Identify the countries, their capitals, and the languages spoken in the followin",3.7643445775579886e-05,37.643445775579885,6.938567735584451,24.685468318328947,6.019409721666496,6.6163,103
