modelo,categoria,prompt_id,prompt_num,repeticion,prompt_texto_corto,measured_energy_kwh,measured_energy_mwh,cpu_energy_mwh,gpu_energy_mwh,ram_energy_mwh,inference_time_s,completion_tokens
qwen2.5-7b-q8,reasoning,102,2,9,You can see a beautiful red house to your left and a hypnotic greenhouse to your,3.858377570847633e-05,38.583775708476324,8.348017258385337,23.827091018424316,6.408667431666687,10.3718,126
qwen2.5-7b-q8,reasoning,102,2,10,You can see a beautiful red house to your left and a hypnotic greenhouse to your,3.798235680701427e-05,37.98235680701427,7.794342188852061,24.18793104066211,6.000083577500089,9.9694,126
qwen2.5-7b-q8,reasoning,102,2,11,You can see a beautiful red house to your left and a hypnotic greenhouse to your,3.702821052838009e-05,37.028210528380086,7.704682788814491,23.310054162065583,6.013473577500009,9.939,126
qwen2.5-7b-q8,reasoning,102,2,12,You can see a beautiful red house to your left and a hypnotic greenhouse to your,3.8758167306889504e-05,38.758167306889504,8.29088093471394,23.946881023009013,6.5204053491665555,10.4917,126
qwen2.5-7b-q8,reasoning,102,2,13,You can see a beautiful red house to your left and a hypnotic greenhouse to your,3.796929592327119e-05,37.96929592327119,7.863328280736026,24.10945608170181,5.99651156083335,9.9718,126
qwen2.5-7b-q8,reasoning,102,2,14,You can see a beautiful red house to your left and a hypnotic greenhouse to your,3.892287971600487e-05,38.922879716004864,8.238259047097788,24.05973907224046,6.624881596666606,10.6044,126
qwen2.5-7b-q8,reasoning,102,2,15,You can see a beautiful red house to your left and a hypnotic greenhouse to your,3.79620499189426e-05,37.962049918942604,7.757203385767726,24.24164767734157,5.963198855833317,9.9534,126
qwen2.5-7b-q8,reasoning,103,3,1,"Thomas is very healthy, but he has to go to the hospital every day. What could b",7.078933613374504e-05,70.78933613374504,11.14209940553876,51.124564994873175,8.522671733333121,26.3961,326
qwen2.5-7b-q8,reasoning,103,3,2,"Thomas is very healthy, but he has to go to the hospital every day. What could b",7.02009621814974e-05,70.2009621814974,10.73295512510802,51.27617831055619,8.19182874583324,25.9728,326
qwen2.5-7b-q8,reasoning,103,3,3,"Thomas is very healthy, but he has to go to the hospital every day. What could b",7.216883326323404e-05,72.16883326323403,10.882775744164526,52.719147205736036,8.566910313333457,27.3692,326
qwen2.5-7b-q8,reasoning,103,3,4,"Thomas is very healthy, but he has to go to the hospital every day. What could b",7.278885684553843e-05,72.78885684553843,11.233248958203793,53.13527014400138,8.420337743333262,27.2139,326
qwen2.5-7b-q8,reasoning,103,3,5,"Thomas is very healthy, but he has to go to the hospital every day. What could b",7.337628044048412e-05,73.37628044048412,10.779456436469541,54.158950567348086,8.437873436666525,27.2638,326
qwen2.5-7b-q8,reasoning,103,3,6,"Thomas is very healthy, but he has to go to the hospital every day. What could b",7.1911847938577e-05,71.911847938577,11.258818351270197,52.05862923897379,8.59440034833303,26.3628,326
qwen2.5-7b-q8,reasoning,103,3,7,"Thomas is very healthy, but he has to go to the hospital every day. What could b",7.174862068008708e-05,71.74862068008709,11.071372157256995,52.101976473663164,8.57527204916693,26.3646,326
qwen2.5-7b-q8,reasoning,103,3,8,"Thomas is very healthy, but he has to go to the hospital every day. What could b",7.157704440826931e-05,71.5770444082693,10.000903402635053,53.6425272539677,7.933613751666636,27.0324,326
qwen2.5-7b-q8,reasoning,103,3,9,"Thomas is very healthy, but he has to go to the hospital every day. What could b",7.103289911942248e-05,71.03289911942248,10.575509441866602,52.47733158755609,7.980058089999792,26.1023,326
qwen2.5-7b-q8,reasoning,103,3,10,"Thomas is very healthy, but he has to go to the hospital every day. What could b",7.099160471454623e-05,70.99160471454623,10.222708357978867,52.683142328233984,8.085754028333364,26.1245,326
qwen2.5-7b-q8,reasoning,103,3,11,"Thomas is very healthy, but he has to go to the hospital every day. What could b",7.060397545017371e-05,70.6039754501737,10.87181190790925,51.066923646431235,8.665239895833187,25.8705,326
qwen2.5-7b-q8,reasoning,103,3,12,"Thomas is very healthy, but he has to go to the hospital every day. What could b",7.09790427956208e-05,70.9790427956208,10.466783441556501,52.44654772323119,8.065711630833142,26.1137,326
qwen2.5-7b-q8,reasoning,103,3,13,"Thomas is very healthy, but he has to go to the hospital every day. What could b",7.1294111788626e-05,71.294111788626,10.377967358954137,52.96161331633845,7.954531113333396,26.0335,326
qwen2.5-7b-q8,reasoning,103,3,14,"Thomas is very healthy, but he has to go to the hospital every day. What could b",7.100406150090758e-05,71.00406150090758,11.03915742746173,51.177680569279644,8.787223504166187,25.8957,326
qwen2.5-7b-q8,reasoning,103,3,15,"Thomas is very healthy, but he has to go to the hospital every day. What could b",7.11215655463068e-05,71.12156554630681,10.461888086893776,52.65786770357986,8.001809755833163,26.1049,326
qwen2.5-7b-q8,reasoning,104,4,1,David has three sisters. Each of them has one brother. How many brothers does Da,3.463590183063261e-05,34.635901830632605,7.942985512261536,20.58321017170414,6.109706146666933,7.4831,91
qwen2.5-7b-q8,reasoning,104,4,2,David has three sisters. Each of them has one brother. How many brothers does Da,3.386053173364838e-05,33.86053173364838,8.067944035730058,19.809935855418594,5.982651842499726,7.3408,91
qwen2.5-7b-q8,reasoning,104,4,3,David has three sisters. Each of them has one brother. How many brothers does Da,3.576916874900815e-05,35.76916874900815,9.311664051269885,20.564548621071523,5.892956076666755,7.2833,91
qwen2.5-7b-q8,reasoning,104,4,4,David has three sisters. Each of them has one brother. How many brothers does Da,3.490328594349817e-05,34.90328594349817,7.973613838020671,21.04987366714379,5.8797984383337125,7.2919,91
qwen2.5-7b-q8,reasoning,104,4,5,David has three sisters. Each of them has one brother. How many brothers does Da,3.45652659815222e-05,34.5652659815222,7.766735220437598,20.910882809417828,5.887647951666775,7.3108,91
qwen2.5-7b-q8,reasoning,104,4,6,David has three sisters. Each of them has one brother. How many brothers does Da,3.356282480222585e-05,33.56282480222585,8.083721856610707,19.52819721478206,5.9509057308330675,7.2916,91
qwen2.5-7b-q8,reasoning,104,4,7,David has three sisters. Each of them has one brother. How many brothers does Da,3.493707000412157e-05,34.937070004121566,8.238772675184793,20.537345941436755,6.160951387500026,7.5483,91
qwen2.5-7b-q8,reasoning,104,4,8,David has three sisters. Each of them has one brother. How many brothers does Da,3.4469530831185436e-05,34.46953083118544,7.756433166839448,20.80861811684575,5.904479547500236,7.311,91
qwen2.5-7b-q8,reasoning,104,4,9,David has three sisters. Each of them has one brother. How many brothers does Da,3.338472988397377e-05,33.38472988397377,7.871782352539389,19.606811557268173,5.9061359741662045,7.2741,91
qwen2.5-7b-q8,reasoning,104,4,10,David has three sisters. Each of them has one brother. How many brothers does Da,3.332902544321006e-05,33.32902544321006,7.743823508324191,19.647119746552693,5.938082188333169,7.2869,91
qwen2.5-7b-q8,reasoning,104,4,11,David has three sisters. Each of them has one brother. How many brothers does Da,3.448562765914569e-05,34.48562765914569,7.779803969619114,20.66491872619322,6.040904963333371,7.4415,91
qwen2.5-7b-q8,reasoning,104,4,12,David has three sisters. Each of them has one brother. How many brothers does Da,3.581871601513214e-05,35.81871601513214,7.970039123977868,21.57300064115445,6.275676249999833,7.7234,91
qwen2.5-7b-q8,reasoning,104,4,13,David has three sisters. Each of them has one brother. How many brothers does Da,3.3676615015446245e-05,33.676615015446245,7.844528468266308,19.8776668921796,5.954419655000341,7.2988,91
qwen2.5-7b-q8,reasoning,104,4,14,David has three sisters. Each of them has one brother. How many brothers does Da,3.382152159600086e-05,33.82152159600086,7.929873932914635,19.91836315058653,5.973284512499692,7.2984,91
qwen2.5-7b-q8,reasoning,104,4,15,David has three sisters. Each of them has one brother. How many brothers does Da,3.394561835638768e-05,33.94561835638768,7.883021426073387,19.949452521147517,6.113144409166769,7.5432,91
qwen2.5-7b-q8,reasoning,105,5,1,Read the below passage carefully and answer the questions with an explanation: A,9.996071729816205e-05,99.96071729816205,12.85492252476989,77.0967450200601,10.009049753332041,40.4824,478
qwen2.5-7b-q8,reasoning,105,5,2,Read the below passage carefully and answer the questions with an explanation: A,0.0001002677532851533,100.26775328515329,12.845593045680083,77.11306384947277,10.309096390000525,39.9575,478
qwen2.5-7b-q8,reasoning,105,5,3,Read the below passage carefully and answer the questions with an explanation: A,0.00010350832084090678,103.50832084090678,13.408272347659404,79.92861762824789,10.171430864999518,40.7599,478
qwen2.5-7b-q8,reasoning,105,5,4,Read the below passage carefully and answer the questions with an explanation: A,0.00010157270046326866,101.57270046326866,12.840813853367624,78.78704209490084,9.944844515000188,40.4925,478
qwen2.5-7b-q8,reasoning,105,5,5,Read the below passage carefully and answer the questions with an explanation: A,0.00010125364242016997,101.25364242016997,12.906461468453697,78.11570081338333,10.231480138332925,39.9516,478
qwen2.5-7b-q8,reasoning,105,5,6,Read the below passage carefully and answer the questions with an explanation: A,0.00010116830298135739,101.16830298135739,13.205052550220348,77.82181404030361,10.141436390833483,39.696,478
qwen2.5-7b-q8,reasoning,105,5,7,Read the below passage carefully and answer the questions with an explanation: A,0.00010114118070614467,101.14118070614467,13.619477997222061,77.5368855572553,9.984817151667281,39.4676,478
qwen2.5-7b-q8,reasoning,105,5,8,Read the below passage carefully and answer the questions with an explanation: A,0.00010214961057905645,102.14961057905644,13.349569250315378,78.59182011124074,10.208221217500295,39.9117,478
qwen2.5-7b-q8,reasoning,105,5,9,Read the below passage carefully and answer the questions with an explanation: A,0.00010399808134219969,103.99808134219968,12.861508693180962,80.8787405315185,10.257832117500245,40.0128,478
qwen2.5-7b-q8,reasoning,105,5,10,Read the below passage carefully and answer the questions with an explanation: A,0.00010239209619572435,102.39209619572435,13.094602116320178,79.41329890357135,9.884195175832813,40.4204,478
qwen2.5-7b-q8,reasoning,105,5,11,Read the below passage carefully and answer the questions with an explanation: A,0.0001037087235865006,103.7087235865006,12.963638575462403,80.8479377885385,9.897147222499715,40.3781,478
qwen2.5-7b-q8,reasoning,105,5,12,Read the below passage carefully and answer the questions with an explanation: A,0.0001014307582803423,101.43075828034229,13.064798463062607,78.55005325061404,9.81590656666564,39.3692,478
qwen2.5-7b-q8,reasoning,105,5,13,Read the below passage carefully and answer the questions with an explanation: A,0.00010369138035765002,103.69138035765002,13.17802188125404,80.16785681222869,10.34550166416731,40.072,478
qwen2.5-7b-q8,reasoning,105,5,14,Read the below passage carefully and answer the questions with an explanation: A,0.00010223531974318953,102.23531974318952,13.651163173043418,78.58422274681321,9.999933823332867,39.5297,478
qwen2.5-7b-q8,reasoning,105,5,15,Read the below passage carefully and answer the questions with an explanation: A,0.00010237547559895327,102.37547559895327,13.141859076902664,78.8640890912181,10.36952743083248,39.1104,478
