categoria,prompt_id,prompt_num,repeticion,prompt_texto_corto,measured_energy_kwh,measured_energy_mwh,cpu_energy_mwh,gpu_energy_mwh,ram_energy_mwh,inference_time_s,completion_tokens
reasoning,102,2,8,You can see a beautiful red house to your left and a hypnotic greenhouse to your,0.00025836922305301306,258.36922305301306,105.01995866943571,78.80611962774475,74.54314475583257,99.8229,1024
reasoning,102,2,9,You can see a beautiful red house to your left and a hypnotic greenhouse to your,0.00027213687343892863,272.1368734389286,105.94672387954,91.32729670772629,74.86285285166258,100.2552,1024
reasoning,102,2,10,You can see a beautiful red house to your left and a hypnotic greenhouse to your,0.0002609821284560775,260.98212845607753,105.81780784710458,80.4514214456381,74.71289916333492,100.2076,1024
reasoning,102,2,11,You can see a beautiful red house to your left and a hypnotic greenhouse to your,0.0002620752307510176,262.0752307510176,105.19646156916015,82.008492552689,74.87027662916832,100.3882,1024
reasoning,102,2,12,You can see a beautiful red house to your left and a hypnotic greenhouse to your,0.0002684013214458472,268.4013214458472,104.08515301141787,89.43032176526278,74.88584666916647,100.357,1024
reasoning,102,2,13,You can see a beautiful red house to your left and a hypnotic greenhouse to your,0.00026924859788476875,269.24859788476874,104.80554905886044,89.77753833924329,74.66551048666474,99.9377,1024
reasoning,102,2,14,You can see a beautiful red house to your left and a hypnotic greenhouse to your,0.00026468702388179617,264.68702388179616,104.84841258913744,85.34645810099046,74.49215319166836,99.8841,1024
reasoning,102,2,15,You can see a beautiful red house to your left and a hypnotic greenhouse to your,0.0002690930555476454,269.0930555476454,105.33330452274487,89.05240456323193,74.70734646166873,99.9657,1024
reasoning,103,3,1,"Thomas is very healthy, but he has to go to the hospital every day. What could b",0.00026828601535452664,268.2860153545266,104.57213374431677,89.67762164270532,74.03625996750482,99.3095,1024
reasoning,103,3,2,"Thomas is very healthy, but he has to go to the hospital every day. What could b",0.0002618704820077861,261.8704820077861,104.5116929167827,82.98136110600774,74.37742798499585,99.6841,1024
reasoning,103,3,3,"Thomas is very healthy, but he has to go to the hospital every day. What could b",0.00026964621416269123,269.64621416269125,104.6991271996996,90.166073251328,74.78101371166379,99.9038,1024
reasoning,103,3,4,"Thomas is very healthy, but he has to go to the hospital every day. What could b",0.0002673475978782821,267.3475978782821,104.58614454800383,88.25393551860849,74.50751781166979,99.6316,1024
reasoning,103,3,5,"Thomas is very healthy, but he has to go to the hospital every day. What could b",0.0002658194115560889,265.8194115560889,105.38339011765113,85.79116910927372,74.64485232916407,100.1113,1024
reasoning,103,3,6,"Thomas is very healthy, but he has to go to the hospital every day. What could b",0.00026552497160693293,265.5249716069329,103.89263102225611,87.46400676634234,74.16833381833463,99.4363,1024
reasoning,103,3,7,"Thomas is very healthy, but he has to go to the hospital every day. What could b",0.00026215511072165285,262.1551107216529,104.7301640753934,82.75088810459204,74.67405854166753,99.8681,1024
reasoning,103,3,8,"Thomas is very healthy, but he has to go to the hospital every day. What could b",0.0002625571152411736,262.5571152411736,105.07525073274921,82.89750079092198,74.58436371750244,99.8197,1024
reasoning,103,3,9,"Thomas is very healthy, but he has to go to the hospital every day. What could b",0.00025979251363699894,259.79251363699893,103.7460223909848,82.00676673185237,74.03972451416163,99.3542,1024
reasoning,103,3,10,"Thomas is very healthy, but he has to go to the hospital every day. What could b",0.00026908389053392545,269.08389053392546,104.19902885412229,90.40154744146558,74.48331423833751,99.8723,1024
reasoning,103,3,11,"Thomas is very healthy, but he has to go to the hospital every day. What could b",0.00025889174668365986,258.89174668365985,104.20090351305758,80.61700428643914,74.07383888416305,99.3642,1024
reasoning,103,3,12,"Thomas is very healthy, but he has to go to the hospital every day. What could b",0.00026530575793679034,265.3057579367903,105.08220680943242,85.69828758319395,74.52526354416399,99.8298,1024
reasoning,103,3,13,"Thomas is very healthy, but he has to go to the hospital every day. What could b",0.0002558215662011616,255.82156620116157,104.62573926151005,77.11251680131954,74.08331013833198,99.4572,1024
reasoning,103,3,14,"Thomas is very healthy, but he has to go to the hospital every day. What could b",0.000261451110942848,261.451110942848,105.25109305077942,81.67021778623504,74.52980010583359,99.8176,1024
reasoning,103,3,15,"Thomas is very healthy, but he has to go to the hospital every day. What could b",0.0002606944305314316,260.6944305314316,104.95110752812825,81.5501431449671,74.1931798583361,99.367,1024
reasoning,104,4,1,David has three sisters. Each of them has one brother. How many brothers does Da,0.00026478961045786707,264.78961045786707,105.90223282387099,84.18066627982931,74.70671135416677,100.1004,1024
reasoning,104,4,2,David has three sisters. Each of them has one brother. How many brothers does Da,0.00027021001521555446,270.21001521555445,105.55819257317309,89.82135836737815,74.83046427500308,100.2188,1024
reasoning,104,4,3,David has three sisters. Each of them has one brother. How many brothers does Da,0.00026879063082943934,268.79063082943935,107.24786562948287,86.98835943828534,74.55440576167122,100.3965,1024
reasoning,104,4,4,David has three sisters. Each of them has one brother. How many brothers does Da,0.0002657957955974475,265.7957955974475,104.30963213050583,87.0019245469392,74.48423892000243,99.7734,1024
reasoning,104,4,5,David has three sisters. Each of them has one brother. How many brothers does Da,0.0002634585790269647,263.45857902696474,104.3691213566388,84.55422388449063,74.53523378583519,99.8209,1024
reasoning,104,4,6,David has three sisters. Each of them has one brother. How many brothers does Da,0.000259594842880204,259.594842880204,104.87709417204852,80.38111256232749,74.3366361458281,99.44,1024
reasoning,104,4,7,David has three sisters. Each of them has one brother. How many brothers does Da,0.00026559529772508003,265.59529772508,104.82442564075835,86.21560978932303,74.55526229499891,99.8028,1024
reasoning,104,4,8,David has three sisters. Each of them has one brother. How many brothers does Da,0.0002680979630866241,268.0979630866241,105.07572249808553,88.53012200937182,74.49211857916681,99.7869,1024
reasoning,104,4,9,David has three sisters. Each of them has one brother. How many brothers does Da,0.0002634991769377465,263.4991769377465,104.50625744333657,84.63943164691263,74.3534878474975,99.687,1024
reasoning,104,4,10,David has three sisters. Each of them has one brother. How many brothers does Da,0.000268922332828041,268.922332828041,105.34649735301998,88.99111405334986,74.58472142167089,99.8702,1024
reasoning,104,4,11,David has three sisters. Each of them has one brother. How many brothers does Da,0.00026426523381052754,264.26523381052755,104.64760757242938,84.88577151809581,74.73185472000222,99.8772,1024
reasoning,104,4,12,David has three sisters. Each of them has one brother. How many brothers does Da,0.0002671246555405921,267.12465554059213,105.00364636954232,87.59186896522023,74.52914020582963,99.7137,1024
reasoning,104,4,13,David has three sisters. Each of them has one brother. How many brothers does Da,0.00026312054078833717,263.12054078833717,103.83510586402076,84.95584218430855,74.32959274000801,99.7175,1024
reasoning,104,4,14,David has three sisters. Each of them has one brother. How many brothers does Da,0.0002679197308274723,267.9197308274723,105.53028293115374,87.7250359529818,74.66441194333659,99.9368,1024
reasoning,104,4,15,David has three sisters. Each of them has one brother. How many brothers does Da,0.0002672686829968025,267.2686829968025,104.45009787962628,88.88180747634462,73.93677764083195,98.9386,1024
reasoning,105,5,1,Read the below passage carefully and answer the questions with an explanation: A,0.00027011762376694684,270.11762376694685,106.77799768736654,87.23531431041532,76.10431176916484,102.3655,1024
reasoning,105,5,2,Read the below passage carefully and answer the questions with an explanation: A,0.00031674064725597525,316.74064725597526,120.46994007914573,111.23831752349416,85.03238965333517,116.9491,1024
reasoning,105,5,3,Read the below passage carefully and answer the questions with an explanation: A,0.00031687592474790503,316.87592474790506,119.81713880958166,112.13005304999142,84.92873288833151,117.424,1024
reasoning,105,5,4,Read the below passage carefully and answer the questions with an explanation: A,0.00031822984717652224,318.22984717652224,118.51001769546808,114.92204673605339,84.79778274500102,116.7369,1024
reasoning,105,5,5,Read the below passage carefully and answer the questions with an explanation: A,0.00031553686114034924,315.53686114034923,118.88974176262357,111.2309757693914,85.4161436083344,117.4248,1024
reasoning,105,5,6,Read the below passage carefully and answer the questions with an explanation: A,0.0003080362661920584,308.0362661920584,117.40601857945488,105.88321070260434,84.74703690999905,116.9273,1024
reasoning,105,5,7,Read the below passage carefully and answer the questions with an explanation: A,0.0003121927615726982,312.1927615726982,117.87100545470564,109.04576098049954,85.27599513749313,117.472,1024
reasoning,105,5,8,Read the below passage carefully and answer the questions with an explanation: A,0.000314977057722431,314.97705772243097,118.3602718976475,111.50323842478045,85.11354740000272,117.0621,1024
reasoning,105,5,9,Read the below passage carefully and answer the questions with an explanation: A,0.0003158771429387699,315.8771429387699,118.20794218894194,112.61551001982696,85.05369073000112,117.5378,1024
reasoning,105,5,10,Read the below passage carefully and answer the questions with an explanation: A,0.0003150242027855,315.0242027855,117.03399402383918,112.82689782164972,85.16331094001083,117.1254,1024
reasoning,105,5,11,Read the below passage carefully and answer the questions with an explanation: A,0.00031355633275478,313.55633275478,116.78099364420112,111.48006688640973,85.29527222416927,117.634,1024
reasoning,105,5,12,Read the below passage carefully and answer the questions with an explanation: A,0.0003120744896470658,312.07448964706583,118.10818356586527,108.81839920786686,85.14790687333367,117.3268,1024
reasoning,105,5,13,Read the below passage carefully and answer the questions with an explanation: A,0.00030890286949177063,308.9028694917706,117.66366394257372,106.57592381586275,84.66328173333449,117.3127,1024
reasoning,105,5,14,Read the below passage carefully and answer the questions with an explanation: A,0.0003088752978832252,308.8752978832252,116.16357476118154,107.33966513621093,85.37205798583271,117.9602,1024
reasoning,105,5,15,Read the below passage carefully and answer the questions with an explanation: A,0.00031066441681770285,310.66441681770283,118.08137769325361,107.41452947028287,85.16850965416629,117.3144,1024
