categoria,prompt_id,prompt_num,repeticion,prompt_texto_corto,measured_energy_kwh,measured_energy_mwh,cpu_energy_mwh,gpu_energy_mwh,ram_energy_mwh,inference_time_s,completion_tokens
humanities,151,1,13,"Provide insights into the correlation between economic indicators such as GDP, i",0.0003052875648416577,305.28756484165774,116.77654070304786,104.41128844444117,84.0997356941684,114.8535,1024
humanities,151,1,14,"Provide insights into the correlation between economic indicators such as GDP, i",0.00030796514026017413,307.9651402601741,117.46047556782715,106.48892593984543,84.01573875250166,115.5707,1024
humanities,151,1,15,"Provide insights into the correlation between economic indicators such as GDP, i",0.00030996308164319905,309.9630816431991,115.51343308222545,110.4651894984748,83.98445906249849,114.9268,1024
humanities,152,2,1,How do the stages of life shape our understanding of time and mortality?,0.00030304095391503775,303.04095391503773,115.69111565620108,103.85594863550166,83.49388962333475,114.5438,1024
humanities,152,2,2,How do the stages of life shape our understanding of time and mortality?,0.00030474794867300703,304.74794867300704,114.81171477081442,106.37629685385859,83.55993704833399,114.8404,1024
humanities,152,2,3,How do the stages of life shape our understanding of time and mortality?,0.00030658711475486217,306.58711475486217,114.91840648314863,107.87877028838132,83.7899379833319,114.9203,1024
humanities,152,2,4,How do the stages of life shape our understanding of time and mortality?,0.0003014146757298763,301.4146757298763,114.8928553126136,103.03552607226113,83.48629434500181,114.509,1024
humanities,152,2,5,How do the stages of life shape our understanding of time and mortality?,0.00030430971119619086,304.30971119619085,112.92610936804427,107.70483231398028,83.67876951416632,114.9729,1024
humanities,152,2,6,How do the stages of life shape our understanding of time and mortality?,0.00030493207503385874,304.9320750338587,113.86303959069703,107.34187273316334,83.7271627099983,114.9614,1024
humanities,152,2,7,How do the stages of life shape our understanding of time and mortality?,0.0003058859897729688,305.8859897729688,115.01346125760287,107.15073285619859,83.7217956591674,115.3787,1024
humanities,152,2,8,How do the stages of life shape our understanding of time and mortality?,0.00030185720451583926,301.85720451583927,112.37471807084484,105.67061904999376,83.81186739500093,115.5587,1024
humanities,152,2,9,How do the stages of life shape our understanding of time and mortality?,0.000305644487686256,305.644487686256,114.0032657363009,108.01270146745551,83.62852048249954,114.4653,1024
humanities,152,2,10,How do the stages of life shape our understanding of time and mortality?,0.0003041223219782462,304.1223219782462,112.47687831644923,107.67681782346112,83.96862583833577,115.3954,1024
humanities,152,2,11,How do the stages of life shape our understanding of time and mortality?,0.0003034087891946131,303.4087891946131,110.93926407691497,108.41911539936673,84.05040971833157,115.098,1024
humanities,152,2,12,How do the stages of life shape our understanding of time and mortality?,0.00030518344869374036,305.1834486937404,114.57538709858937,107.08872705098513,83.51933454416589,114.6555,1024
humanities,152,2,13,How do the stages of life shape our understanding of time and mortality?,0.00030829895621145814,308.2989562114581,112.3733481722737,111.5840262733584,84.3415817658259,117.3838,1024
humanities,152,2,14,How do the stages of life shape our understanding of time and mortality?,0.00030464168398741263,304.64168398741265,112.02572821113375,109.31018730211314,83.30576847416602,114.3724,1024
humanities,152,2,15,How do the stages of life shape our understanding of time and mortality?,0.0002980058931436942,298.0058931436942,110.86333196695313,104.16172441174002,82.98083676500106,114.2759,1024
humanities,153,3,1,Discuss antitrust laws and their impact on market competition. Compare the antit,0.00030359549532571017,303.59549532571015,110.51707920317227,109.40986514837242,83.66855097416571,114.8765,1024
humanities,153,3,2,Discuss antitrust laws and their impact on market competition. Compare the antit,0.0002998793473605876,299.8793473605876,109.59734386270566,106.77854297621052,83.50346052167119,114.5965,1024
humanities,153,3,3,Discuss antitrust laws and their impact on market competition. Compare the antit,0.00030164292249826796,301.642922498268,113.92643792843742,102.06686286482967,85.64962170500094,120.5956,1024
humanities,153,3,4,Discuss antitrust laws and their impact on market competition. Compare the antit,0.00030525049993414163,305.25049993414166,111.92685021493956,109.40852528086822,83.91512443833412,115.1046,1024
humanities,153,3,5,Discuss antitrust laws and their impact on market competition. Compare the antit,0.0003030390345508403,303.03903455084026,108.78875478703809,110.75369480046346,83.49658496333856,114.953,1024
humanities,153,3,6,Discuss antitrust laws and their impact on market competition. Compare the antit,0.0003035830741207128,303.58307412071275,109.64359085555458,110.14433466265424,83.79514860250387,114.7035,1024
humanities,153,3,7,Discuss antitrust laws and their impact on market competition. Compare the antit,0.00030232327077676105,302.32327077676103,109.64096478581267,109.14185741678654,83.54044857416208,115.0097,1024
humanities,153,3,8,Discuss antitrust laws and their impact on market competition. Compare the antit,0.00030318411872762806,303.18411872762806,109.02720324469732,110.7764327045956,83.38048277833501,114.5946,1024
humanities,153,3,9,Discuss antitrust laws and their impact on market competition. Compare the antit,0.00030313334276739067,303.1333427673907,109.57414336407668,110.36517145331385,83.1940279500001,114.3943,1024
humanities,153,3,10,Discuss antitrust laws and their impact on market competition. Compare the antit,0.00029968872813630515,299.68872813630514,108.0479937774733,108.76298988049984,82.87774447833198,114.0154,1024
humanities,153,3,11,Discuss antitrust laws and their impact on market competition. Compare the antit,0.00030334738776448874,303.34738776448876,108.50511677562868,111.25054195636194,83.59172903249826,114.8542,1024
humanities,153,3,12,Discuss antitrust laws and their impact on market competition. Compare the antit,0.0003005464844382254,300.5464844382254,108.48755902584168,108.80977895571287,83.24914645667073,114.4827,1024
humanities,153,3,13,Discuss antitrust laws and their impact on market competition. Compare the antit,0.000302694727393928,302.694727393928,108.83429698208103,110.18992447518387,83.67050593666286,115.1093,1024
humanities,153,3,14,Discuss antitrust laws and their impact on market competition. Compare the antit,0.00030146661792168286,301.4666179216829,107.21129523022397,110.68781526645711,83.56750742500182,114.8342,1024
humanities,153,3,15,Discuss antitrust laws and their impact on market competition. Compare the antit,0.00029773688986984035,297.73688986984035,110.14215117748307,104.3942702556894,83.20046843666815,114.4051,1024
humanities,154,4,1,"Create a lesson plan that integrates drama, mime or theater techniques into a hi",0.0003117858706957355,311.78587069573547,109.44318348896402,118.76758654009882,83.57510066667221,115.3455,1024
humanities,154,4,2,"Create a lesson plan that integrates drama, mime or theater techniques into a hi",0.00029626276700799037,296.26276700799036,109.47115358265725,102.8430081811626,83.94860524417027,115.0207,1024
humanities,154,4,3,"Create a lesson plan that integrates drama, mime or theater techniques into a hi",0.0002965612687197419,296.5612687197419,108.22471958473277,106.47674298834333,81.85980614666582,112.9255,1024
humanities,154,4,4,"Create a lesson plan that integrates drama, mime or theater techniques into a hi",0.0003014840164792114,301.4840164792114,109.58604402272542,108.27350280898513,83.62446964750086,115.3865,1024
humanities,154,4,5,"Create a lesson plan that integrates drama, mime or theater techniques into a hi",0.00030751726840963115,307.51726840963113,110.09704430588187,113.49874903207962,83.9214750716693,115.5654,1024
humanities,154,4,6,"Create a lesson plan that integrates drama, mime or theater techniques into a hi",0.0003026122226119089,302.6122226119089,109.12337830728596,109.6566960762907,83.83214822833226,115.5087,1024
humanities,154,4,7,"Create a lesson plan that integrates drama, mime or theater techniques into a hi",nan,nan,106.2649156594696,nan,82.39970194499848,112.6294,1024
humanities,154,4,8,"Create a lesson plan that integrates drama, mime or theater techniques into a hi",0.00029954060793412534,299.5406079341253,106.77270046111086,109.57596851218203,83.19193896083259,114.4471,1024
humanities,154,4,9,"Create a lesson plan that integrates drama, mime or theater techniques into a hi",0.0003093261290118048,309.32612901180477,110.2024908400262,114.89373386093554,84.22990431084294,115.8943,1024
humanities,154,4,10,"Create a lesson plan that integrates drama, mime or theater techniques into a hi",0.00030915571464065284,309.15571464065283,111.12602849366687,114.10125832948528,83.92842781750083,115.4031,1024
humanities,154,4,11,"Create a lesson plan that integrates drama, mime or theater techniques into a hi",0.00030355132224136976,303.55132224136975,109.5662611359856,110.23867343372093,83.74638767166296,115.477,1024
humanities,154,4,12,"Create a lesson plan that integrates drama, mime or theater techniques into a hi",0.00029939512331348506,299.39512331348504,110.17883600400954,105.03943255446832,84.17685475500701,115.9697,1024
humanities,154,4,13,"Create a lesson plan that integrates drama, mime or theater techniques into a hi",0.00030184563551444605,301.84563551444603,111.74017510776468,105.86409544584777,84.24136496083369,116.9648,1024
humanities,154,4,14,"Create a lesson plan that integrates drama, mime or theater techniques into a hi",0.0002986518010988313,298.6518010988313,107.66796914112425,107.39370490854354,83.59012704916343,115.5999,1024
humanities,154,4,15,"Create a lesson plan that integrates drama, mime or theater techniques into a hi",0.00030477263682593343,304.77263682593343,110.8998850867965,109.65741333913591,84.21533840000093,115.9591,1024
humanities,155,5,1,Share ideas for adapting art masterpieces into interactive experiences for child,0.00029554459129149744,295.54459129149745,108.34503818633888,103.584731505996,83.61482159916247,114.9595,1024
humanities,155,5,2,Share ideas for adapting art masterpieces into interactive experiences for child,nan,nan,109.14240197860589,nan,83.68770478917672,115.386,1024
humanities,155,5,3,Share ideas for adapting art masterpieces into interactive experiences for child,0.0003105130439646474,310.5130439646474,110.9551670450652,115.40927455541413,84.14860236416793,115.5622,1024
humanities,155,5,4,Share ideas for adapting art masterpieces into interactive experiences for child,0.0003028105603163951,302.8105603163951,108.54733446817906,110.58424598737507,83.6789798608409,115.1067,1024
humanities,155,5,5,Share ideas for adapting art masterpieces into interactive experiences for child,0.00030347599365548254,303.4759936554825,110.36804941390575,108.96416399658347,84.14378024499301,115.1214,1024
humanities,155,5,6,Share ideas for adapting art masterpieces into interactive experiences for child,0.0002959996331524867,295.9996331524867,108.72609414699082,104.20710074049573,83.06643826500024,114.6378,1024
humanities,155,5,7,Share ideas for adapting art masterpieces into interactive experiences for child,0.0003040251963777145,304.0251963777145,109.23009230230483,111.32741924956062,83.46768482584896,115.0062,1024
humanities,155,5,8,Share ideas for adapting art masterpieces into interactive experiences for child,0.0002975795573535709,297.5795573535709,107.4372908961285,106.50251020244356,83.63975625499886,114.9767,1024
humanities,155,5,9,Share ideas for adapting art masterpieces into interactive experiences for child,0.00030212223548921937,302.12223548921935,107.76998959176949,111.09660707827048,83.25563881917934,114.7112,1024
humanities,155,5,10,Share ideas for adapting art masterpieces into interactive experiences for child,0.00030101428876646067,301.01428876646065,110.12522097166678,107.54256748228305,83.34650031251081,114.8857,1024
humanities,155,5,11,Share ideas for adapting art masterpieces into interactive experiences for child,0.00030178942925996005,301.78942925996006,110.54660425902865,107.46780733010041,83.77501767083082,114.9868,1024
humanities,155,5,12,Share ideas for adapting art masterpieces into interactive experiences for child,0.00030343480005704177,303.4348000570418,109.69316691261744,110.1273829702588,83.6142501741658,114.8403,1024
humanities,155,5,13,Share ideas for adapting art masterpieces into interactive experiences for child,0.00030432261736862415,304.32261736862415,110.65633882817399,109.73608743377169,83.93019110667866,115.4718,1024
humanities,155,5,14,Share ideas for adapting art masterpieces into interactive experiences for child,0.0003027570255580105,302.75702555801047,109.90106832150143,109.18298126733816,83.6729759691707,115.3056,1024
humanities,155,5,15,Share ideas for adapting art masterpieces into interactive experiences for child,0.00029919762598229146,299.19762598229147,108.4754780459125,107.58890765638745,83.13324027999138,114.8696,1024
