modelo,categoria,prompt_id,prompt_num,repeticion,prompt_texto_corto,measured_energy_kwh,measured_energy_mwh,cpu_energy_mwh,gpu_energy_mwh,ram_energy_mwh,inference_time_s,completion_tokens
qwen2.5-7b-q8,coding,123,3,5,"Write a simple website in HTML. When a user clicks the button, it shows a random",0.00013420672906746243,134.20672906746242,16.148956950959448,105.64076569317028,12.417006423332664,45.9434,524
qwen2.5-7b-q8,coding,123,3,6,"Write a simple website in HTML. When a user clicks the button, it shows a random",0.00013260131880465077,132.60131880465076,15.162420775746444,105.30770903390471,12.131188994999698,45.7439,524
qwen2.5-7b-q8,coding,123,3,7,"Write a simple website in HTML. When a user clicks the button, it shows a random",0.00013338441903416287,133.38441903416287,15.040393336218106,106.1373316737776,12.206694024167179,45.8852,524
qwen2.5-7b-q8,coding,123,3,8,"Write a simple website in HTML. When a user clicks the button, it shows a random",0.00013358528134279233,133.5852813427923,15.153814924102319,106.04867065285642,12.38279576583352,46.0064,524
qwen2.5-7b-q8,coding,123,3,9,"Write a simple website in HTML. When a user clicks the button, it shows a random",0.00013238558139095028,132.38558139095028,14.793779657382759,106.00260801856689,11.589193715000569,46.4048,524
qwen2.5-7b-q8,coding,123,3,10,"Write a simple website in HTML. When a user clicks the button, it shows a random",0.00013185451434137845,131.85451434137846,14.654007269318246,105.24438585289394,11.956121219166295,45.893,524
qwen2.5-7b-q8,coding,123,3,11,"Write a simple website in HTML. When a user clicks the button, it shows a random",0.00013188728011357014,131.88728011357014,13.9535655145799,106.0901511623241,11.84356343666612,45.9585,524
qwen2.5-7b-q8,coding,123,3,12,"Write a simple website in HTML. When a user clicks the button, it shows a random",0.00013087317696515986,130.87317696515987,14.054680008801268,105.31963657218918,11.498860384169424,45.491,524
qwen2.5-7b-q8,coding,123,3,13,"Write a simple website in HTML. When a user clicks the button, it shows a random",0.00012930985296158917,129.30985296158917,14.246132895644077,103.24915614177684,11.814563924168246,46.0245,524
qwen2.5-7b-q8,coding,123,3,14,"Write a simple website in HTML. When a user clicks the button, it shows a random",0.0001283576806819194,128.3576806819194,14.75589759677755,101.61560437014214,11.986178714999673,46.052,524
qwen2.5-7b-q8,coding,123,3,15,"Write a simple website in HTML. When a user clicks the button, it shows a random",0.00012939630089238096,129.39630089238096,13.182782858747743,104.33358504863327,11.879932984999943,46.0816,524
qwen2.5-7b-q8,coding,124,4,1,Here is a Python function to find the length of the longest common subsequence o,0.0001418707073174299,141.87070731742992,15.00602861407397,114.20651051002275,12.65816819333319,51.0116,571
qwen2.5-7b-q8,coding,124,4,2,Here is a Python function to find the length of the longest common subsequence o,0.00014180426233335408,141.80426233335407,15.243546296307768,114.3278199612149,12.232896075831448,51.7012,571
qwen2.5-7b-q8,coding,124,4,3,Here is a Python function to find the length of the longest common subsequence o,0.00014277108117565434,142.77108117565433,15.332692588399535,115.52260459225411,11.91578399500069,51.2139,571
qwen2.5-7b-q8,coding,124,4,4,Here is a Python function to find the length of the longest common subsequence o,0.00013576143079815822,135.76143079815822,14.260514440875596,109.09192378644975,12.408992570832803,51.1203,571
qwen2.5-7b-q8,coding,124,4,5,Here is a Python function to find the length of the longest common subsequence o,0.0001404828867193196,140.4828867193196,14.310762572908898,114.22768261807704,11.944441528333602,51.2298,571
qwen2.5-7b-q8,coding,124,4,6,Here is a Python function to find the length of the longest common subsequence o,0.00013821164075590643,138.21164075590644,15.230420851553573,110.97305851518615,12.008161389166688,51.4628,571
qwen2.5-7b-q8,coding,124,4,7,Here is a Python function to find the length of the longest common subsequence o,0.0001412773760854035,141.2773760854035,15.145518841464511,113.69177363310408,12.440083610835016,51.7227,571
qwen2.5-7b-q8,coding,124,4,8,Here is a Python function to find the length of the longest common subsequence o,0.0001352628143316146,135.2628143316146,14.79930041525352,108.48233954302832,11.981174373332804,51.6582,571
qwen2.5-7b-q8,coding,124,4,9,Here is a Python function to find the length of the longest common subsequence o,0.0001409995354154964,140.9995354154964,15.503392262730697,112.86005280776551,12.636090345000255,52.0143,571
qwen2.5-7b-q8,coding,124,4,10,Here is a Python function to find the length of the longest common subsequence o,0.0001352239985713325,135.2239985713325,14.430345228413351,108.71815403541939,12.07549930749982,51.5265,571
qwen2.5-7b-q8,coding,124,4,11,Here is a Python function to find the length of the longest common subsequence o,0.0001349967097933036,134.9967097933036,14.76927762022904,107.78905161807414,12.4383805550004,50.9372,571
qwen2.5-7b-q8,coding,124,4,12,Here is a Python function to find the length of the longest common subsequence o,0.0001342091343591775,134.2091343591775,14.865447172711159,106.8052536064686,12.538433579997752,51.0918,571
qwen2.5-7b-q8,coding,124,4,13,Here is a Python function to find the length of the longest common subsequence o,0.00014027950720729842,140.27950720729842,14.79087334558549,113.32119757587873,12.167436285834201,51.5633,571
qwen2.5-7b-q8,coding,124,4,14,Here is a Python function to find the length of the longest common subsequence o,0.00013217395969426934,132.17395969426934,14.629375656280803,105.12116430965722,12.42341972833136,51.0563,571
qwen2.5-7b-q8,coding,124,4,15,Here is a Python function to find the length of the longest common subsequence o,0.00014244169844388065,142.44169844388065,13.889089560050545,116.70382499799561,11.848783885834568,52.2509,571
qwen2.5-7b-q8,coding,125,5,1,Write a function to find the highest common ancestor (not LCA) of two nodes in a,0.0001750942165748394,175.0942165748394,17.90279274815518,141.93438455085015,15.257039275833975,72.0734,812
qwen2.5-7b-q8,coding,125,5,2,Write a function to find the highest common ancestor (not LCA) of two nodes in a,0.0001795769852699849,179.5769852699849,17.896837235446498,146.79305789453713,14.887090140001268,71.8883,812
qwen2.5-7b-q8,coding,125,5,3,Write a function to find the highest common ancestor (not LCA) of two nodes in a,0.00017302380869608342,173.02380869608342,16.526824979407948,142.2294446208428,14.267539095832644,71.4327,812
qwen2.5-7b-q8,coding,125,5,4,Write a function to find the highest common ancestor (not LCA) of two nodes in a,0.00017853711125648074,178.53711125648073,18.408808613399753,145.2669842730809,14.861318370000166,71.7626,812
qwen2.5-7b-q8,coding,125,5,5,Write a function to find the highest common ancestor (not LCA) of two nodes in a,0.00017692529224933625,176.92529224933625,17.164070397167308,144.57989212716757,15.181329725001358,72.1592,812
qwen2.5-7b-q8,coding,125,5,6,Write a function to find the highest common ancestor (not LCA) of two nodes in a,0.000180917015842478,180.91701584247798,17.774782384064135,148.2275779050808,14.914655553333208,71.7744,812
qwen2.5-7b-q8,coding,125,5,7,Write a function to find the highest common ancestor (not LCA) of two nodes in a,0.00016445283982356412,164.45283982356412,16.85120071981884,133.20723996957838,14.394399134167017,69.3297,812
qwen2.5-7b-q8,coding,125,5,8,Write a function to find the highest common ancestor (not LCA) of two nodes in a,0.00018212235920115661,182.12235920115663,18.83009078617816,147.53490907248016,15.757359342498301,71.8124,812
qwen2.5-7b-q8,coding,125,5,9,Write a function to find the highest common ancestor (not LCA) of two nodes in a,0.00018054928916805347,180.54928916805346,19.156936007500104,145.48902868305396,15.903324477499536,71.9545,812
qwen2.5-7b-q8,coding,125,5,10,Write a function to find the highest common ancestor (not LCA) of two nodes in a,0.0001782959891884867,178.29598918848671,18.111195491220077,144.54712418310112,15.63766951416559,71.96,812
qwen2.5-7b-q8,coding,125,5,11,Write a function to find the highest common ancestor (not LCA) of two nodes in a,0.00017812297996517616,178.12297996517617,18.476751535547994,143.80035871045862,15.845869719169446,72.126,812
qwen2.5-7b-q8,coding,125,5,12,Write a function to find the highest common ancestor (not LCA) of two nodes in a,0.00016993420610573508,169.9342061057351,16.67072152882739,138.93060881274232,14.33287576416546,71.3458,812
qwen2.5-7b-q8,coding,125,5,13,Write a function to find the highest common ancestor (not LCA) of two nodes in a,0.00015942486151323624,159.42486151323624,16.100706821374875,130.2585908351907,13.0655638566706,70.6865,812
qwen2.5-7b-q8,coding,125,5,14,Write a function to find the highest common ancestor (not LCA) of two nodes in a,0.00016546506932647393,165.46506932647392,15.94489485946046,136.36112095867472,13.159053508338731,70.697,812
qwen2.5-7b-q8,coding,125,5,15,Write a function to find the highest common ancestor (not LCA) of two nodes in a,0.00015886354600637637,158.86354600637637,15.610853145972648,129.9832146645701,13.269478195833624,70.6814,812
