timestamp,model,quantization,device,prompt_id,prompt_text,paper_reference,repetition,inference_time_s,tokens_generated,tokens_per_second,cpu_power_w,gpu_power_w,ram_power_w,cpu_energy_wh,gpu_energy_wh,ram_energy_wh,total_energy_wh,emissions_kg_co2,emissions_mg_co2,carbon_intensity,duration_s,country_iso_code,cpu_count,cpu_model,gpu_count,gpu_model,ram_total_gb,tokens_input,tokens_output,tokens_total,energy_per_token,n_gpu_layers,n_threads,n_batch,seed,macos_version,llama_cpp_version,python_version
2026-06-20T10:33:31.809625,llama-2-7b,q8,cpu,2,A farmer has 17 sheep. All but 9 die. How many sheep does the farmer have left? Explain.,Zheng et al. 2023,1,11.485535860061646,162,14.104696722363506,0.05540108333872241,0.0,3.0000434933834494,0.00017675309149254445,0.0,0.009571418645833395,0.00974817173732594,2.3156781962017768e-07,0.23156781962017767,26,11.485535860061646,PRY,10,Apple M4,1,Apple M4,16.0,29,162,191,6.0173899613123085e-05,0,8,512,42,15.6.1,0.3.21,3.13.5
2026-06-20T10:33:46.278675,llama-2-7b,q8,cpu,2,A farmer has 17 sheep. All but 9 die. How many sheep does the farmer have left? Explain.,Zheng et al. 2023,2,11.216126918792725,162,14.443488485188903,0.054400390424264734,0.0,3.0000060954752024,0.00016948935650845269,0.0,0.009346791423333799,0.009516280779842252,2.2605924992515265e-07,0.22605924992515267,26,11.216126918792725,PRY,10,Apple M4,1,Apple M4,16.0,29,162,191,5.874247394964353e-05,0,8,512,42,15.6.1,0.3.21,3.13.5
2026-06-20T10:34:06.115231,llama-2-7b,q8,gpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,1,6.5058629512786865,91,13.98738348494023,0.05260318588984991,0.0,3.0001661612259456,9.506364394444453e-05,0.0,0.005421852743333299,0.005516916387277744,1.310543487797828e-07,0.13105434877978278,26,6.5058629512786865,PRY,10,Apple M4,1,Apple M4,16.0,28,91,119,6.0625454805249935e-05,-1,8,512,42,15.6.1,0.3.21,3.13.5
2026-06-20T10:34:17.105221,llama-2-7b,q8,gpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,2,6.417332887649536,91,14.180345884056264,0.04240217998397919,0.0,3.0001401420291303,7.55858066997846e-05,0.0,0.005348027222500302,0.005423613029200087,1.2883792750864805e-07,0.12883792750864806,26,6.417332887649536,PRY,10,Apple M4,1,Apple M4,16.0,28,91,119,5.960014317802293e-05,-1,8,512,42,15.6.1,0.3.21,3.13.5
2026-06-20T10:34:38.713671,llama-2-7b,q8,gpu,2,A farmer has 17 sheep. All but 9 die. How many sheep does the farmer have left? Explain.,Zheng et al. 2023,1,18.083829879760742,256,14.156293312984152,0.1386884532729674,9.108225842657093,2.5234387395484306,0.0006966717764654137,0.04575322406806981,0.012675954688331027,0.059125850532866245,1.4045345794082375e-06,1.4045345794082376,26,18.083829879760742,PRY,10,Apple M4,1,Apple M4,16.0,29,256,285,0.00023096035364400877,-1,8,512,42,15.6.1,0.3.21,3.13.5
2026-06-20T10:35:03.232851,llama-2-7b,q8,gpu,2,A farmer has 17 sheep. All but 9 die. How many sheep does the farmer have left? Explain.,Zheng et al. 2023,2,17.946964979171753,256,14.264250267223417,0.13393368786656706,9.206319032620936,2.518432033240896,0.0006676953349090555,0.04589596812931397,0.012555058750832964,0.059118722215056,1.4043652462186552e-06,1.404365246218655,26,17.946964979171753,PRY,10,Apple M4,1,Apple M4,16.0,29,256,285,0.0002309325086525625,-1,8,512,42,15.6.1,0.3.21,3.13.5
2026-06-20T10:35:28.543826,qwen2.5-7b,q4,cpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,1,11.56681513786316,217,18.760566103426836,0.7093268608136506,0.0,3.000099537979369,0.0022790701864867464,0.0,0.009639332430832231,0.011918402617318977,2.8312165417441226e-07,0.28312165417441226,26,11.56681513786316,PRY,10,Apple M4,1,Apple M4,16.0,24,217,241,5.492351436552524e-05,0,8,512,42,15.6.1,0.3.21,3.13.5
2026-06-20T10:35:42.924397,qwen2.5-7b,q4,cpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,2,11.125778913497925,233,20.942353952164346,0.5751055806123656,0.0,3.000013617968015,0.0017773604282811217,0.0,0.009271524514165321,0.011048884942446444,2.6246626180781525e-07,0.26246626180781524,26,11.125778913497925,PRY,10,Apple M4,1,Apple M4,16.0,24,233,257,4.742010704912637e-05,0,8,512,42,15.6.1,0.3.21,3.13.5
2026-06-20T10:35:52.626210,qwen2.5-7b,q4,cpu,2,A farmer has 17 sheep. All but 9 die. How many sheep does the farmer have left? Explain.,Zheng et al. 2023,1,3.433950901031494,63,18.346214554516777,1.1155602742830812,0.0,3.000384228238538,0.00106410533584148,0.0,0.002861992256666781,0.00392609759250826,9.326444831003372e-08,0.09326444831003372,26,3.433950901031494,PRY,10,Apple M4,1,Apple M4,16.0,25,63,88,6.231900940489303e-05,0,8,512,42,15.6.1,0.3.21,3.13.5
2026-06-20T10:35:59.955570,qwen2.5-7b,q4,cpu,2,A farmer has 17 sheep. All but 9 die. How many sheep does the farmer have left? Explain.,Zheng et al. 2023,2,3.0555131435394287,63,20.6184680086247,0.5741985289763931,0.0,3.000462383343945,0.00048735309785788184,0.0,0.002546653402500851,0.0030340065003587333,7.20728244160217e-08,0.0720728244160217,26,3.0555131435394287,PRY,10,Apple M4,1,Apple M4,16.0,25,63,88,4.815883333902751e-05,0,8,512,42,15.6.1,0.3.21,3.13.5
2026-06-20T10:36:20.815053,qwen2.5-7b,q4,gpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,1,12.052219867706299,256,21.24090024991556,0.13400060788431317,0.0,3.0000050423807276,0.0004486124412855668,0.0,0.010043533437500023,0.010492145878785589,2.492409253505516e-07,0.24924092535055162,26,12.052219867706299,PRY,10,Apple M4,1,Apple M4,16.0,24,256,280,4.098494483900621e-05,-1,8,512,42,15.6.1,0.3.21,3.13.5
2026-06-20T10:36:39.112584,qwen2.5-7b,q4,gpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,2,11.823754072189331,256,21.651329893788805,0.3204035072338325,0.0,3.000024720019405,0.0010523256314999363,0.0,0.009853209583332804,0.010905535214832741,2.5906098902835176e-07,0.2590609890283518,26,11.823754072189331,PRY,10,Apple M4,1,Apple M4,16.0,24,256,280,4.2599746932940395e-05,-1,8,512,42,15.6.1,0.3.21,3.13.5
2026-06-20T10:36:48.063718,qwen2.5-7b,q4,gpu,2,A farmer has 17 sheep. All but 9 die. How many sheep does the farmer have left? Explain.,Zheng et al. 2023,1,4.478973865509033,94,20.98694987346548,0.05930388651596435,0.0,3.000175102490034,7.37834882855883e-05,0.0,0.0037326960766677075,0.003806479564953296,9.042292206546555e-08,0.09042292206546554,26,4.478973865509033,PRY,10,Apple M4,1,Apple M4,16.0,25,94,119,4.049446345694996e-05,-1,8,512,42,15.6.1,0.3.21,3.13.5
2026-06-20T10:36:55.865285,qwen2.5-7b,q4,gpu,2,A farmer has 17 sheep. All but 9 die. How many sheep does the farmer have left? Explain.,Zheng et al. 2023,2,4.3613409996032715,94,21.553003997749933,0.5474131317276137,0.0,3.00004923948684,0.0006631820375346857,0.0,0.0036345104858340467,0.0042976925233687326,1.0209168589262424e-07,0.10209168589262424,26,4.3613409996032715,PRY,10,Apple M4,1,Apple M4,16.0,25,94,119,4.572013322732694e-05,-1,8,512,42,15.6.1,0.3.21,3.13.5
2026-06-20T10:37:48.719374,qwen2.5-7b,q8,cpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,1,20.77030897140503,256,12.32528607795104,9.389144565724003,0.00016563252280631539,2.5168280270153764,0.0541709537797989,9.55621854000128e-07,0.014520915485833636,0.06869282488748654,1.6317980552022425e-06,1.6317980552022424,26,20.77030897140503,PRY,10,Apple M4,1,Apple M4,16.0,24,256,280,0.0002683313472167443,0,8,512,42,15.6.1,0.3.21,3.13.5
2026-06-20T10:38:12.871471,qwen2.5-7b,q8,cpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,2,19.885722875595093,256,12.873557657497981,10.177456512973096,0.0,2.5333390537101046,0.05621835549872316,0.0,0.01399368843666707,0.07021204393539024,1.6678871036851949e-06,1.6678871036851948,26,19.885722875595093,PRY,10,Apple M4,1,Apple M4,16.0,24,256,280,0.0002742657966226181,0,8,512,42,15.6.1,0.3.21,3.13.5
2026-06-20T10:38:32.700813,qwen2.5-7b,q8,cpu,2,A farmer has 17 sheep. All but 9 die. How many sheep does the farmer have left? Explain.,Zheng et al. 2023,1,13.554131746292114,171,12.616079229625239,0.841216718250466,0.0,3.000047504785683,0.0031672117295417526,0.0,0.011295288645833353,0.014462500375375104,3.435566964170356e-07,0.34355669641703557,26,13.554131746292114,PRY,10,Apple M4,1,Apple M4,16.0,25,171,196,8.45760255869889e-05,0,8,512,42,15.6.1,0.3.21,3.13.5
2026-06-20T10:38:49.836884,qwen2.5-7b,q8,cpu,2,A farmer has 17 sheep. All but 9 die. How many sheep does the farmer have left? Explain.,Zheng et al. 2023,2,12.879189014434814,171,13.277233512789167,0.6885178543122827,0.0,3.000065014318449,0.0024632087737502728,0.0,0.010732890104166776,0.01319609887791705,3.134733288449195e-07,0.3134733288449195,26,12.879189014434814,PRY,10,Apple M4,1,Apple M4,16.0,25,171,196,7.717016887670789e-05,0,8,512,42,15.6.1,0.3.21,3.13.5
2026-06-20T10:39:23.235742,qwen2.5-7b,q8,gpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,1,19.39506506919861,256,13.199233881744217,0.7027419134224506,8.52159198467797,2.5587722932578356,0.003786034760467101,0.0459102308433307,0.013785431979166183,0.06348169758296399,1.5080077260833096e-06,1.5080077260833096,26,19.39506506919861,PRY,10,Apple M4,1,Apple M4,16.0,24,256,280,0.00024797538118345307,-1,8,512,42,15.6.1,0.3.21,3.13.5
2026-06-20T10:39:47.065159,qwen2.5-7b,q8,gpu,1,"If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly",Zheng et al. 2023,2,19.36481785774231,256,13.219850652901846,0.6879823871656753,8.698481204475142,2.558310397595195,0.0037007371157772367,0.04679014004546002,0.013761448575833128,0.06425232573707038,1.526313997884107e-06,1.526313997884107,26,19.36481785774231,PRY,10,Apple M4,1,Apple M4,16.0,24,256,280,0.00025098564741043116,-1,8,512,42,15.6.1,0.3.21,3.13.5
2026-06-20T10:40:07.154818,qwen2.5-7b,q8,gpu,2,A farmer has 17 sheep. All but 9 die. How many sheep does the farmer have left? Explain.,Zheng et al. 2023,1,13.62962293624878,178,13.059789022233227,0.7144166014669969,0.000995705480105942,3.000062671525284,0.002704785804830968,3.7697472915001524e-06,0.011358256388334667,0.014066811940457136,3.3415711764555927e-07,0.3341571176455593,26,13.62962293624878,PRY,10,Apple M4,1,Apple M4,16.0,25,178,203,7.90270333733547e-05,-1,8,512,42,15.6.1,0.3.21,3.13.5
2026-06-20T10:57:14.966521,qwen2.5-7b,q8,gpu,2,A farmer has 17 sheep. All but 9 die. How many sheep does the farmer have left? Explain.,Zheng et al. 2023,2,13.51631474494934,178,13.169270127163434,0.6937125668353213,0.0,3.0122045945412466,0.00260456594329803,0.0,0.011309418160000556,0.013913984103298586,3.305266923738579e-07,0.3305266923738579,26,13.51631474494934,PRY,10,Apple M4,1,Apple M4,16.0,25,178,203,7.816845001853138e-05,-1,8,512,42,15.6.1,0.3.21,3.13.5
